position,source_index,db_id,difficulty,question,evidence,gold_sql,valid_sql_baseline_no_evidence,execution_match_baseline_no_evidence,normalized_exact_match_baseline_no_evidence,input_token_count_baseline_no_evidence,output_token_count_baseline_no_evidence,generation_seconds_baseline_no_evidence,predicted_sql_baseline_no_evidence,sql_error_baseline_no_evidence,pipeline_error_baseline_no_evidence,valid_sql_baseline_with_evidence,execution_match_baseline_with_evidence,normalized_exact_match_baseline_with_evidence,input_token_count_baseline_with_evidence,output_token_count_baseline_with_evidence,generation_seconds_baseline_with_evidence,predicted_sql_baseline_with_evidence,sql_error_baseline_with_evidence,pipeline_error_baseline_with_evidence,valid_sql_sft_no_evidence,execution_match_sft_no_evidence,normalized_exact_match_sft_no_evidence,input_token_count_sft_no_evidence,output_token_count_sft_no_evidence,generation_seconds_sft_no_evidence,predicted_sql_sft_no_evidence,sql_error_sft_no_evidence,pipeline_error_sft_no_evidence,valid_sql_sft_with_evidence,execution_match_sft_with_evidence,normalized_exact_match_sft_with_evidence,input_token_count_sft_with_evidence,output_token_count_sft_with_evidence,generation_seconds_sft_with_evidence,predicted_sql_sft_with_evidence,sql_error_sft_with_evidence,pipeline_error_sft_with_evidence,correct_baseline_no_evidence,valid_baseline_no_evidence,correct_baseline_with_evidence,valid_baseline_with_evidence,correct_sft_no_evidence,valid_sft_no_evidence,correct_sft_with_evidence,valid_sft_with_evidence,change_evidence_effect_base,change_evidence_effect_sft,change_sft_effect_no_evidence,change_sft_effect_with_evidence
351,351,card_games,moderate,Find all cards illustrated by Stephen Daniel and describe the text of the ruling of these cards. State if these cards have missing or degraded properties and values.,cards have missing or degraded properties and value refers to hasContentWarning = 1; 'Stephen Daniele' is artist; Find all cards refers to return card id,"SELECT T1.id, T2.text, T1.hasContentWarning FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.artist = 'Stephen Daniele'",False,False,False,1079,70,2.1983684490000996,"SELECT T1.text, T2.date, T2.text AS ruling_text FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.artist = 'Stephen Daniel' AND T1.hasMissingOrDegradedProperties IS NOT NULL AND T1.hasMissingOrDegradedValues IS NOT NULL",no such column: T1.hasMissingOrDegradedValues,,True,False,False,1111,52,1.653035103000093,"SELECT T1.id, T2.text, T1.hasContentWarning FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.artist = 'Stephen Daniel' AND T1.hasContentWarning = 1",,,True,False,False,1079,54,3.6594251970000187,"SELECT T1.text, T2.text FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.artist = 'Stephen Daniel' AND T2.text LIKE '%missing%' OR T2.text LIKE '%degraded%'",,,True,False,False,1111,61,4.223179825999978,"SELECT T2.id, T3.text FROM foreign_data AS T1 INNER JOIN cards AS T2 ON T1.uuid = T2.uuid INNER JOIN rulings AS T3 ON T2.uuid = T3.uuid WHERE T2.artist = 'Stephen Daniel' AND T2.hasContentWarning = 1",,,False,False,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
352,352,card_games,moderate,Name the card and artist with the most ruling information. Also state if the card is a promotional printing.,with the most ruling information refers to Max(count(rulings.uuid)); the card is the promotional printing refers to isPromo = 1;,"SELECT T1.name, T1.artist, T1.isPromo FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.isPromo = 1 AND T1.artist = (SELECT artist FROM cards WHERE isPromo = 1 GROUP BY artist HAVING COUNT(DISTINCT uuid) = (SELECT MAX(count_uuid) FROM ( SELECT COUNT(DISTINCT uuid) AS count_uuid FROM cards WHERE isPromo = 1 GROUP BY artist ))) LIMIT 1",False,False,False,1070,60,1.901105882000138,"SELECT T1.name, T1.artist, T2.isPromo FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'Commander' GROUP BY T1.id ORDER BY COUNT(T2.id) DESC LIMIT 1",no such column: T2.isPromo,,True,False,False,1096,50,1.5984029750002264,"SELECT T2.name, T2.artist, T2.isPromo FROM rulings AS T1 INNER JOIN cards AS T2 ON T1.uuid = T2.uuid GROUP BY T1.uuid ORDER BY COUNT(T1.uuid) DESC LIMIT 1",,,False,False,False,1070,60,4.098063407000154,"SELECT T1.name, T1.artist, T2.isPromo FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'Commander' GROUP BY T1.name ORDER BY COUNT(T2.id) DESC LIMIT 1",no such column: T2.isPromo,,True,False,False,1096,50,3.4777905539995118,"SELECT T2.name, T2.artist, T2.isPromo FROM rulings AS T1 INNER JOIN cards AS T2 ON T1.uuid = T2.uuid GROUP BY T1.uuid ORDER BY COUNT(T1.text) DESC LIMIT 1",,,False,False,False,True,False,False,False,True,both_wrong,both_wrong,both_wrong,both_wrong
353,353,card_games,moderate,Calculate the percentage of the cards availabe in Chinese Simplified.,"Chinese Simplified' is the language; percentage = Divide(Sum(id where language = 'Chinese Simplified'), Count(id)) *100",SELECT CAST(SUM(CASE WHEN T2.language = 'Chinese Simplified' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid,False,False,False,1062,56,1.7637737180000386,SELECT CAST(SUM(CASE WHEN T2.language = 'Chinese Simplified' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM foreign_data AS T1 INNER JOIN cards AS T2 ON T1.uuid = T2.uuid,no such column: T2.language,,True,True,True,1090,59,1.8843866339998385,SELECT CAST(SUM(CASE WHEN T2.language = 'Chinese Simplified' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid,,,True,True,False,1062,59,4.005507187000148,SELECT CAST(SUM(CASE WHEN T1.language = 'Chinese Simplified' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.uuid) FROM foreign_data AS T1 INNER JOIN cards AS T2 ON T2.uuid = T1.uuid,,,False,False,False,1090,59,4.134619992999433,SELECT CAST(COUNT(CASE WHEN T2.language = 'Chinese Simplified' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM foreign_data AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code,no such column: T2.language,,False,False,True,True,True,True,False,False,improved,regressed,improved,regressed
354,354,card_games,simple,How many cards have infinite power?,infinite power refers to power = '*';,SELECT COUNT(*) FROM cards WHERE power = '*',True,False,False,1056,12,0.4359354160001203,SELECT COUNT(*) FROM cards WHERE power = '∞',,,True,True,True,1063,11,0.4052730869998413,SELECT COUNT(*) FROM cards WHERE power = '*';,,,True,False,False,1056,13,0.9602501379995374,SELECT COUNT(id) FROM cards WHERE power = '∞',,,True,True,False,1063,11,0.8803638809995391,SELECT COUNT(uuid) FROM cards WHERE power = '*',,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
355,355,card_games,simple,"What is the border color of card ""Ancestor's Chosen""?",name of card  = 'Ancestor''s Chosen' ;,SELECT DISTINCT borderColor FROM cards WHERE name = 'Ancestor''s Chosen',True,True,False,1063,16,0.562187890000132,SELECT borderColor FROM cards WHERE name = 'Ancestor''s Chosen',,,True,True,False,1075,16,0.5672099580001486,SELECT borderColor FROM cards WHERE name = 'Ancestor''s Chosen',,,True,True,False,1063,16,1.1346953299998859,SELECT borderColor FROM cards WHERE name = 'Ancestor''s Chosen',,,True,False,False,1075,15,1.088411339999766,SELECT borderColor FROM cards WHERE name = 'Ancestor%s Chosen',,,True,True,True,True,True,True,False,True,both_correct,regressed,both_correct,regressed
356,356,card_games,simple,"What is the rule of playing card ""Benalish Knight""?",Benalish Knight' is the name of card; rule of playing card refers to format;,SELECT T2.format FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Benalish Knight',True,False,False,1062,35,1.1545473060000404,SELECT T2.text FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Benalish Knight',,,True,True,False,1079,44,1.4369082959997286,SELECT T2.format FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Benalish Knight' AND T2.status = 'Legal',,,True,False,False,1062,35,2.3975271039998916,SELECT T2.text FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Benalish Knight',,,True,True,False,1079,44,3.0593289810003625,SELECT T2.format FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Benalish Knight' AND T2.status = 'Legal',,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
357,357,card_games,simple,What is the percentage of borderless cards?,"borderless card refers to borderColor = 'borderless'; percentage = Divide(Count (id) where borderColor = 'borderless', Count(id)) *100",SELECT CAST(SUM(CASE WHEN borderColor = 'borderless' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM cards,True,True,False,1058,35,1.134264205000136,SELECT CAST(SUM(CASE WHEN borderColor = 'borderless' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards,,,True,True,False,1090,35,1.1476900259999638,SELECT CAST(SUM(CASE WHEN borderColor = 'borderless' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards,,,True,True,True,1058,36,2.54221691299972,SELECT CAST(SUM(CASE WHEN borderColor = 'borderless' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM cards,,,True,True,False,1090,35,2.469196127000032,SELECT CAST(SUM(CASE WHEN borderColor = 'borderless' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
358,358,card_games,challenging,What is the percentage of cards whose language is French among the Story Spotlight cards?,"Story Spotlight card refers to isStorySpotlight = 1; French is the language; Percentage = Divide(Count(id) where language = 'French' and isStorySpotlight = 1, Count(id) where isStorySpotlight = 1)*100",SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.isStorySpotlight = 1,True,True,False,1065,64,2.0252646470000855,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.isStorySpotlight = 1,,,True,True,True,1119,67,2.0963062989999344,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.isStorySpotlight = 1,,,True,True,False,1065,67,4.597860045999369,SELECT CAST(SUM(CASE WHEN T1.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.uuid) FROM foreign_data AS T1 INNER JOIN cards AS T2 ON T1.uuid = T2.uuid WHERE T2.isStorySpotlight = 1,,,True,True,True,1119,67,4.6728771699999925,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.isStorySpotlight = 1,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
359,359,card_games,simple,"How many cards with original type of ""Summon - Angel"" have subtype other than ""Angel""?",subtype other than Angel refers to subtypes is not 'Angel';,SELECT COUNT(id) FROM cards WHERE originalType = 'Summon - Angel' AND subtypes != 'Angel',True,False,False,1068,23,0.7609780939999382,SELECT COUNT(*) FROM cards WHERE originalType = 'Summon - Angel' AND subtypes NOT LIKE '%Angel%',,,True,True,False,1079,22,0.730610611999964,SELECT COUNT(*) FROM cards WHERE originalType = 'Summon - Angel' AND subtypes != 'Angel';,,,True,True,False,1068,22,1.5859117879999758,SELECT COUNT(*) FROM cards WHERE originalType = 'Summon - Angel' AND subtypes != 'Angel',,,True,True,False,1079,22,1.597952248999718,SELECT COUNT(*) FROM cards WHERE originalType = 'Summon - Angel' AND subtypes != 'Angel',,,False,True,True,True,True,True,True,True,improved,both_correct,improved,both_correct
360,360,card_games,simple,What are the cards belong to duel deck a? List the ID.,duel deck a refers to duelDeck = a;,SELECT id FROM cards WHERE duelDeck = 'a',True,True,True,1063,12,0.4254350170001544,SELECT id FROM cards WHERE duelDeck = 'a',,,True,True,True,1072,12,0.42878688299970236,SELECT id FROM cards WHERE duelDeck = 'a',,,True,False,True,1063,12,0.8820647739994456,SELECT id FROM cards WHERE duelDeck = 'A',,,True,True,True,1072,12,0.8913285669996185,SELECT id FROM cards WHERE duelDeck = 'a',,,True,True,True,True,False,True,True,True,both_correct,improved,regressed,both_correct
361,361,card_games,simple,How many of the banned cards are white border?,banned card refers to status = 'Banned'; white border refers to borderColor = 'white';,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.status = 'Banned' AND T1.borderColor = 'white',True,False,False,1059,29,0.9467489460000706,SELECT COUNT(*) FROM cards WHERE borderColor = 'White' AND uuid IN ( SELECT uuid FROM legalities WHERE status = 'Banned' ),,,True,True,True,1077,44,1.4101085520001106,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.status = 'Banned' AND T1.borderColor = 'white',,,True,False,True,1059,45,3.115681035000307,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.status = 'BANNED' AND T1.borderColor = 'WHITE',,,True,False,False,1077,44,3.043101411999487,SELECT COUNT(T1.uuid) FROM legalities AS T1 INNER JOIN cards AS T2 ON T1.uuid = T2.uuid WHERE T1.status = 'Banned' AND T2.borderColor = 'White',,,False,True,True,True,False,True,False,True,improved,both_wrong,both_wrong,regressed
362,362,card_games,moderate,"Among the Artifact cards, which are black color and comes with foreign languague translation?",Artifact card refers to originalType = 'Artifact'; black color refers to colors = 'B'; foreign language refers to language in foreign_data,SELECT DISTINCT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.originalType = 'Artifact' AND T1.colors = 'B',False,False,False,1066,57,1.803035694999835,SELECT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.type LIKE '%Artifact%' AND 'black' IN ( SELECT value FROM json_each(T1.colors) ) AND T2.language != 'English',malformed JSON,,True,True,False,1092,50,1.587616510999851,SELECT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.originalType = 'Artifact' AND T1.colors = 'B' AND T2.language != 'English',,,True,False,False,1066,49,3.4413458359995275,SELECT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.type LIKE '%Artifact%' AND T1.colors = 'B' AND T2.language != 'English',,,True,True,False,1092,50,3.536039057999915,SELECT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.originalType = 'Artifact' AND T1.colors = 'B' AND T2.language != 'English',,,False,False,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
363,363,card_games,moderate,"What is the mana cost of cards with a normal layout, a 2003 frame version, with a black border color, and available in paper and mtgo?","available in paper and mtgo refers to availability = 'mtgo,paper'; frameVersion = 2003;borderColor = 'black'","SELECT manaCost FROM cards WHERE availability = 'mtgo,paper' AND borderColor = 'black' AND frameVersion = 2003 AND layout = 'normal'",True,True,False,1084,41,1.317758959999992,SELECT manaCost FROM cards WHERE layout = 'normal' AND frameVersion = '2003' AND borderColor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%',,,True,True,False,1112,41,1.3507446550001987,SELECT manaCost FROM cards WHERE layout = 'normal' AND frameVersion = '2003' AND borderColor = 'black' AND availability LIKE '%paper%' AND availability LIKE '%mtgo%',,,True,False,False,1084,85,5.832424146000449,SELECT T1.manaCost FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.layout = 'normal' AND T1.frameVersion = '2003' AND T1.borderColor = 'black' AND T2.format = 'paper' AND T2.status = 'Legal' AND T1.availability = 'Available in paper and MTGO',,,True,True,False,1112,37,2.61122021600022,"SELECT manaCost FROM cards WHERE layout = 'normal' AND frameVersion = '2003' AND borderColor = 'black' AND availability = 'mtgo,paper'",,,True,True,True,True,False,True,True,True,both_correct,improved,regressed,both_correct
364,364,card_games,moderate,What is the percentage of Story Spotlight cards that do not have a text box? List them by their ID.,"Story Spotlight cards that do not have a text box refers to isStorylight = 1 and isTextless = 0; Percentage = DIVIDE(SUM(count(id) where isStorylight = 1 AND isTextless = 0 ), SUM(count(id))) * 100",SELECT CAST(SUM(CASE WHEN isTextless = 0 AND  isStorySpotlight = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM cards,True,False,False,1071,53,1.7202309070000865,"SELECT CAST(SUM(CASE WHEN isStorySpotlight = 1 AND text IS NULL THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id), id FROM cards WHERE isStorySpotlight = 1 GROUP BY id",,,True,True,False,1129,43,1.408115120000275,SELECT CAST(SUM(CASE WHEN isStorySpotlight = 1 AND isTextless = 0 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards,,,True,False,False,1071,44,3.0964455419998558,SELECT CAST(SUM(CASE WHEN isStorySpotlight = 1 AND isTextless = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM cards,,,True,False,False,1129,54,3.759829196999817,"SELECT CAST(COUNT(CASE WHEN isStorySpotlight = 1 THEN id ELSE NULL END) AS REAL) * 100 / COUNT(id), id FROM cards WHERE isStorySpotlight = 1 AND isTextless = 0 GROUP BY id",,,False,True,True,True,False,True,False,True,improved,both_wrong,both_wrong,regressed
365,365,card_games,moderate,How many Brazilian Portuguese translated sets are inside the Commander block?,Commander block refer to block = 'Commander'; sets refer to code = setCode; Portuguese refer to language = 'Portuguese (Brasil)',SELECT COUNT(T1.id) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Portuguese (Brazil)' AND T1.block = 'Commander',False,False,False,1061,50,1.6336792149998018,SELECT COUNT(T1.setCode) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Portuguese (Brazil)' AND T1.block = 'Commander',no such column: T1.setCode,,False,False,False,1092,51,1.591179848000138,SELECT COUNT(T1.setCode) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Commander' AND T2.language = 'Portuguese (Brasil)',no such column: T1.setCode,,True,True,False,1061,49,3.4060799959997894,SELECT COUNT(T1.id) FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.language = 'Portuguese (Brazil)' AND T2.block = 'Commander',,,True,False,False,1092,50,3.4989696459997504,SELECT COUNT(T1.id) FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setCode = T2.code WHERE T1.language = 'Portuguese (Brasil)' AND T2.block = 'Commander',,,False,False,False,False,True,True,False,True,both_wrong,regressed,improved,both_wrong
366,366,card_games,moderate,Lists all types of cards in German.,"German refer to language; all types refer to the subtypes, supertypes; subtypes is not null AND supertypes is not null","SELECT T1.subtypes, T1.supertypes FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'German' AND T1.subtypes IS NOT NULL AND T1.supertypes IS NOT NULL",True,False,False,1057,38,1.22162054599994,SELECT T1.type FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'German' GROUP BY T1.type,,,True,True,True,1085,57,1.7691878440000437,"SELECT T1.subtypes, T1.supertypes FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'German' AND T1.subtypes IS NOT NULL AND T1.supertypes IS NOT NULL",,,True,False,False,1057,38,2.665894549000768,SELECT T1.type FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'German' GROUP BY T1.type,,,True,False,False,1085,50,3.5190923250002015,SELECT T1.type FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'German' AND T1.subtypes IS NOT NULL AND T1.supertypes IS NOT NULL,,,False,True,True,True,False,True,False,True,improved,both_wrong,both_wrong,regressed
367,367,card_games,moderate,How many unknown power cards contain info about the triggered ability,unknown power cards refers to power is null or power = '*';contain info about the triggered ability refers to text contains 'triggered ability',SELECT Count(DISTINCT T1.id) FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE (T1.power IS NULL OR T1.power = '*') AND T2.text LIKE '%triggered ability%',True,False,False,1061,20,0.6761454429999958,SELECT COUNT(*) FROM cards WHERE power = 'Unknown' AND text LIKE '%triggered ability%',,,True,False,False,1087,24,0.7796982279996882,SELECT COUNT(*) FROM cards WHERE (power IS NULL OR power = '*') AND text LIKE '%triggered ability%',,,True,False,False,1061,20,1.4651985399996192,SELECT COUNT(*) FROM cards WHERE power = 'Unknown' AND text LIKE '%triggered ability%',,,True,False,False,1087,25,1.7938304649997008,SELECT COUNT(uuid) FROM cards WHERE (power IS NULL OR power = '*') AND text LIKE '%triggered ability%',,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
368,368,card_games,moderate,"Indicates the number of cards with pre-modern format, ruling text ""This is a triggered mana ability."" that do not have multiple faces.",pre-modern format refers to format = 'premodern' ;do not have multiple faces refers to side IS NULL,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid INNER JOIN rulings AS T3 ON T1.uuid = T3.uuid WHERE T2.format = 'premodern' AND T3.text = 'This is a triggered mana ability.' AND T1.Side IS NULL,False,False,False,1078,63,1.988118120000081,SELECT COUNT(*) FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T2.text = 'This is a triggered mana ability.' AND T1.otherFaceIds IS NULL AND T1.layout != 'double-faced' AND T1.format LIKE '%pre-modern%',no such column: T1.format,,True,True,False,1100,69,2.1492317789998197,SELECT COUNT(T1.uuid) FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid INNER JOIN legalities AS T3 ON T1.uuid = T3.uuid WHERE T3.format = 'premodern' AND T2.text = 'This is a triggered mana ability.' AND T1.side IS NULL,,,True,False,False,1078,256,17.626091275000363,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T2.text = 'This is a triggered mana ability.' AND T1.otherFaceIds IS NULL AND T1.layout != 'split' AND T1.layout != 'flip' AND T1.layout != 'transform' AND T1.layout != 'meld' AND T1.layout != 'adventure' AND T1.layout != 'consolidated' AND T1.layout != 'host' AND T1.layout != 'leveler' AND T1.layout != 'saga' AND T1.layout != 'token' AND T1.layout != 'plane' AND T1.layout != 'phenomenon' AND T1.layout != 'scheme' AND T1.layout != 'vanguard' AND T1.layout != 'augment' AND T1.layout != 'double_faced_token' AND T1.layout != 'emblem' AND T1.layout != 'incarnation' AND T1.layout != 'legendary_double_faced_card' AND T1.layout != 'modal_dfc' AND T1.layout != 'planar' AND T1.layout != 'scheme' AND T1.layout != 'spell' AND T1.layout,,,True,True,False,1100,56,3.8893814940001903,SELECT COUNT(T1.uuid) FROM legalities AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.format = 'premodern' AND T2.text = 'This is a triggered mana ability.' AND T1.uuid IS NOT NULL,,,False,False,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
369,369,card_games,moderate,"What is the foreign name of the card in French of type Creature, normal layout and black border color, by artist Matthew D. Wilson?",in French refers to language = 'French'; black border color refers to borderColor = 'black',SELECT name FROM foreign_data WHERE uuid IN ( SELECT uuid FROM cards WHERE types = 'Creature' AND layout = 'normal' AND borderColor = 'black' AND artist = 'Matthew D. Wilson' ) AND language = 'French',True,False,False,1077,68,2.142938331000096,SELECT T2.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.artist = 'Matthew D. Wilson' AND T1.type = 'Creature' AND T1.layout = 'normal' AND T1.borderColor = 'black' AND T2.language = 'French',,,True,False,False,1094,68,2.1117079830000876,SELECT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'French' AND T1.type = 'Creature' AND T1.layout = 'normal' AND T1.borderColor = 'black' AND T1.artist = 'Matthew D. Wilson',,,True,False,False,1077,68,4.706718991999878,SELECT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.artist = 'Matthew D. Wilson' AND T1.layout = 'normal' AND T1.borderColor = 'black' AND T1.type = 'Creature' AND T2.language = 'French',,,True,False,False,1094,68,4.740619897000215,SELECT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.borderColor = 'black' AND T1.artist = 'Matthew D. Wilson' AND T1.layout = 'normal' AND T1.type = 'Creature' AND T2.language = 'French',,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
370,370,card_games,simple,What language is the set of 180 cards that belongs to the Ravnica block translated into?,set of 180 cards refers to baseSetSize = 180,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Ravnica' AND T1.baseSetSize = 180,True,True,True,1071,47,1.481898479000165,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Ravnica' AND T1.baseSetSize = 180,,,True,True,True,1087,47,1.5458231570000862,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Ravnica' AND T1.baseSetSize = 180,,,True,True,True,1071,47,3.281204264000735,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Ravnica' AND T1.baseSetSize = 180,,,True,True,True,1087,47,3.2708349650001765,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Ravnica' AND T1.baseSetSize = 180,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
